Study ID,Study Name,Study Contact,Line ID,Line Name,Control,Strain,Carbon Source,Carbon Labeling,Line Experimenter,Line Contact,Protocol ID,Protocol Name,Assay ID,Assay Name,Measurement Type,Compartment,Measurement Updated,X Units,Y Units,27
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49653,c2b3_15-R3,F,TBD,,,,,1941,Targeted Proteomics,49694,c2b3_15-R3,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:02.356566+00:00,hours,,146146
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49652,c2b3_15-R2,F,TBD,,,,,1941,Targeted Proteomics,49693,c2b3_15-R2,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:02.183759+00:00,hours,,140824
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49651,c2b3_15-R1,F,TBD,,,,,1941,Targeted Proteomics,49692,c2b3_15-R1,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:01.936495+00:00,hours,,143854
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49650,c2b3_11-R3,F,TBD,,,,,1941,Targeted Proteomics,49691,c2b3_11-R3,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:01.669855+00:00,hours,,894
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49649,c2b3_11-R2,F,TBD,,,,,1941,Targeted Proteomics,49690,c2b3_11-R2,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:01.481265+00:00,hours,,0
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49648,c2b3_11-R1,F,TBD,,,,,1941,Targeted Proteomics,49689,c2b3_11-R1,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:01.238634+00:00,hours,,0
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49647,c2b3_10-R3,F,TBD,,,,,1941,Targeted Proteomics,49688,c2b3_10-R3,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:01.069778+00:00,hours,,655
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49646,c2b3_10-R2,F,TBD,,,,,1941,Targeted Proteomics,49687,c2b3_10-R2,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:00.900909+00:00,hours,,936
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49645,c2b3_10-R1,F,TBD,,,,,1941,Targeted Proteomics,49686,c2b3_10-R1,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:00.733016+00:00,hours,,1789
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49644,c2b3_8-R3,F,TBD,,,,,1941,Targeted Proteomics,49724,c2b3_8-R3,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:08.139878+00:00,hours,,598
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49643,c2b3_8-R2,F,TBD,,,,,1941,Targeted Proteomics,49723,c2b3_8-R2,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:07.970480+00:00,hours,,537
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49642,c2b3_8-R1,F,TBD,,,,,1941,Targeted Proteomics,49722,c2b3_8-R1,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:07.801482+00:00,hours,,3755
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49641,c2b3_7-R3,F,TBD,,,,,1941,Targeted Proteomics,49721,c2b3_7-R3,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:07.631971+00:00,hours,,0
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49640,c2b3_7-R2,F,TBD,,,,,1941,Targeted Proteomics,49720,c2b3_7-R2,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:07.461518+00:00,hours,,3757
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49639,c2b3_7-R1,F,TBD,,,,,1941,Targeted Proteomics,49719,c2b3_7-R1,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:07.248432+00:00,hours,,4193
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49638,c2b3_5-R3,F,TBD,,,,,1941,Targeted Proteomics,49718,c2b3_5-R3,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:06.993111+00:00,hours,,3313
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49637,c2b3_5-R2,F,TBD,,,,,1941,Targeted Proteomics,49717,c2b3_5-R2,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:06.723412+00:00,hours,,3470
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49636,c2b3_5-R1,F,TBD,,,,,1941,Targeted Proteomics,49716,c2b3_5-R1,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:06.529332+00:00,hours,,1052
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49635,c1_tak32-R3,F,JBEI-17826,,,,,1941,Targeted Proteomics,49682,c1_tak32-R3,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:47:59.958069+00:00,hours,,417006
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49634,c1_tak32-R2,F,JBEI-17826,,,,,1941,Targeted Proteomics,49681,c1_tak32-R2,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:47:59.771727+00:00,hours,,417881
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49633,c1_tak32-R1,F,JBEI-17826,,,,,1941,Targeted Proteomics,49680,c1_tak32-R1,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:47:59.515195+00:00,hours,,411909
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49632,c1_tak11-R3,F,JBEI-17785,,,,,1941,Targeted Proteomics,49679,c1_tak11-R3,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:47:59.266312+00:00,hours,,6175
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49631,c1_tak11-R2,F,JBEI-17785,,,,,1941,Targeted Proteomics,49678,c1_tak11-R2,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:47:59.095214+00:00,hours,,0
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49630,c1_tak11-R1,F,JBEI-17785,,,,,1941,Targeted Proteomics,49677,c1_tak11-R1,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:47:58.905915+00:00,hours,,6237
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49629,c2b3 9017-R3,F,JBEI-9017,,,,,1941,Targeted Proteomics,49685,c2b3 9017-R3,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:00.488075+00:00,hours,,1370618
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49628,c2b3 9017-R2,F,JBEI-9017,,,,,1941,Targeted Proteomics,49684,c2b3 9017-R2,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:00.302028+00:00,hours,,1151913
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49627,c2b3 9017-R1,F,JBEI-9017,,,,,1941,Targeted Proteomics,49683,c2b3 9017-R1,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:00.130763+00:00,hours,,1264025
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49667,c2b3_21-R2,F,TBD,,,,,1941,Targeted Proteomics,49708,c2b3_21-R2,AHR_ECOLI,,2018-03-14 23:48:04.817519+00:00,hours,,435
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49668,c2b3_21-R3,F,TBD,,,,,1941,Targeted Proteomics,49709,c2b3_21-R3,tr|A1U3L3|A1U3L3_MARHV,,2018-03-14 23:48:05.216465+00:00,hours,,828
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49668,c2b3_21-R3,F,TBD,,,,,1941,Targeted Proteomics,49709,c2b3_21-R3,AHR_ECOLI,,2018-03-14 23:48:05.074133+00:00,hours,,1178
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49669,c2b3_22-R1,F,TBD,,,,,1941,Targeted Proteomics,49710,c2b3_22-R1,tr|A1U3L3|A1U3L3_MARHV,,2018-03-14 23:48:05.388829+00:00,hours,,408
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49669,c2b3_22-R1,F,TBD,,,,,1941,Targeted Proteomics,49710,c2b3_22-R1,AHR_ECOLI,,2018-03-14 23:48:05.243738+00:00,hours,,625
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49670,c2b3_22-R2,F,TBD,,,,,1941,Targeted Proteomics,49711,c2b3_22-R2,tr|A1U3L3|A1U3L3_MARHV,,2018-03-14 23:48:05.581754+00:00,hours,,0
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49670,c2b3_22-R2,F,TBD,,,,,1941,Targeted Proteomics,49711,c2b3_22-R2,AHR_ECOLI,,2018-03-14 23:48:05.418380+00:00,hours,,3280
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49671,c2b3_22-R3,F,TBD,,,,,1941,Targeted Proteomics,49712,c2b3_22-R3,tr|A1U3L3|A1U3L3_MARHV,,2018-03-14 23:48:05.828906+00:00,hours,,1378
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49671,c2b3_22-R3,F,TBD,,,,,1941,Targeted Proteomics,49712,c2b3_22-R3,AHR_ECOLI,,2018-03-14 23:48:05.626023+00:00,hours,,2045
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49672,c2b3_23-R1,F,TBD,,,,,1941,Targeted Proteomics,49713,c2b3_23-R1,tr|A1U3L3|A1U3L3_MARHV,,2018-03-14 23:48:06.013134+00:00,hours,,435
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49672,c2b3_23-R1,F,TBD,,,,,1941,Targeted Proteomics,49713,c2b3_23-R1,AHR_ECOLI,,2018-03-14 23:48:05.863538+00:00,hours,,548
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49673,c2b3_23-R2,F,TBD,,,,,1941,Targeted Proteomics,49714,c2b3_23-R2,tr|A1U3L3|A1U3L3_MARHV,,2018-03-14 23:48:06.211496+00:00,hours,,0
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49673,c2b3_23-R2,F,TBD,,,,,1941,Targeted Proteomics,49714,c2b3_23-R2,AHR_ECOLI,,2018-03-14 23:48:06.042391+00:00,hours,,996
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49674,c2b3_23-R3,F,TBD,,,,,1941,Targeted Proteomics,49715,c2b3_23-R3,tr|A1U3L3|A1U3L3_MARHV,,2018-03-14 23:48:06.384458+00:00,hours,,1682
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49674,c2b3_23-R3,F,TBD,,,,,1941,Targeted Proteomics,49715,c2b3_23-R3,AHR_ECOLI,,2018-03-14 23:48:06.239351+00:00,hours,,1888
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49673,c2b3_23-R2,F,TBD,,,,,1941,Targeted Proteomics,49714,c2b3_23-R2,sp|Q41635|FATB_UMBCA,,2018-03-14 23:48:06.109884+00:00,hours,,48390
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49627,c2b3 9017-R1,F,JBEI-9017,,,,,1941,Targeted Proteomics,49683,c2b3 9017-R1,sp|Q6F7B8|ACR1_ACIAD,,2018-03-14 23:48:00.100842+00:00,hours,,1828
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49627,c2b3 9017-R1,F,JBEI-9017,,,,,1941,Targeted Proteomics,49683,c2b3 9017-R1,sp|Q41635|FATB_UMBCA,,2018-03-14 23:48:00.073510+00:00,hours,,547
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49627,c2b3 9017-R1,F,JBEI-9017,,,,,1941,Targeted Proteomics,49683,c2b3 9017-R1,LCFA_ECOLI,,2018-03-14 23:48:00.046586+00:00,hours,,41253
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49651,c2b3_15-R1,F,TBD,,,,,1941,Targeted Proteomics,49692,c2b3_15-R1,sp|Q41635|FATB_UMBCA,,2018-03-14 23:48:01.846757+00:00,hours,,137849
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49628,c2b3 9017-R2,F,JBEI-9017,,,,,1941,Targeted Proteomics,49684,c2b3 9017-R2,sp|Q6F7B8|ACR1_ACIAD,,2018-03-14 23:48:00.273975+00:00,hours,,2583
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49628,c2b3 9017-R2,F,JBEI-9017,,,,,1941,Targeted Proteomics,49684,c2b3 9017-R2,sp|Q41635|FATB_UMBCA,,2018-03-14 23:48:00.245727+00:00,hours,,14880
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49628,c2b3 9017-R2,F,JBEI-9017,,,,,1941,Targeted Proteomics,49684,c2b3 9017-R2,LCFA_ECOLI,,2018-03-14 23:48:00.217811+00:00,hours,,43644
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49663,c2b3_20-R1,F,TBD,,,,,1941,Targeted Proteomics,49704,c2b3_20-R1,sp|Q41635|FATB_UMBCA,,2018-03-14 23:48:04.140351+00:00,hours,,261506
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49629,c2b3 9017-R3,F,JBEI-9017,,,,,1941,Targeted Proteomics,49685,c2b3 9017-R3,sp|Q6F7B8|ACR1_ACIAD,,2018-03-14 23:48:00.460055+00:00,hours,,1676
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49629,c2b3 9017-R3,F,JBEI-9017,,,,,1941,Targeted Proteomics,49685,c2b3 9017-R3,sp|Q41635|FATB_UMBCA,,2018-03-14 23:48:00.417777+00:00,hours,,0
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49629,c2b3 9017-R3,F,JBEI-9017,,,,,1941,Targeted Proteomics,49685,c2b3 9017-R3,LCFA_ECOLI,,2018-03-14 23:48:00.389238+00:00,hours,,44733
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49652,c2b3_15-R2,F,TBD,,,,,1941,Targeted Proteomics,49693,c2b3_15-R2,sp|Q41635|FATB_UMBCA,,2018-03-14 23:48:02.113273+00:00,hours,,141282
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49630,c1_tak11-R1,F,JBEI-17785,,,,,1941,Targeted Proteomics,49677,c1_tak11-R1,sp|Q6F7B8|ACR1_ACIAD,,2018-03-14 23:47:58.861550+00:00,hours,,475
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49630,c1_tak11-R1,F,JBEI-17785,,,,,1941,Targeted Proteomics,49677,c1_tak11-R1,sp|Q41635|FATB_UMBCA,,2018-03-14 23:47:58.817049+00:00,hours,,81518
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49630,c1_tak11-R1,F,JBEI-17785,,,,,1941,Targeted Proteomics,49677,c1_tak11-R1,LCFA_ECOLI,,2018-03-14 23:47:58.772947+00:00,hours,,135925
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49669,c2b3_22-R1,F,TBD,,,,,1941,Targeted Proteomics,49710,c2b3_22-R1,sp|Q41635|FATB_UMBCA,,2018-03-14 23:48:05.300525+00:00,hours,,45913
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49631,c1_tak11-R2,F,JBEI-17785,,,,,1941,Targeted Proteomics,49678,c1_tak11-R2,sp|Q6F7B8|ACR1_ACIAD,,2018-03-14 23:47:59.066096+00:00,hours,,538
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49631,c1_tak11-R2,F,JBEI-17785,,,,,1941,Targeted Proteomics,49678,c1_tak11-R2,sp|Q41635|FATB_UMBCA,,2018-03-14 23:47:59.036699+00:00,hours,,80815
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49631,c1_tak11-R2,F,JBEI-17785,,,,,1941,Targeted Proteomics,49678,c1_tak11-R2,LCFA_ECOLI,,2018-03-14 23:47:59.007471+00:00,hours,,137966
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49653,c2b3_15-R3,F,TBD,,,,,1941,Targeted Proteomics,49694,c2b3_15-R3,sp|Q41635|FATB_UMBCA,,2018-03-14 23:48:02.300602+00:00,hours,,145986
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49632,c1_tak11-R3,F,JBEI-17785,,,,,1941,Targeted Proteomics,49679,c1_tak11-R3,sp|Q6F7B8|ACR1_ACIAD,,2018-03-14 23:47:59.237991+00:00,hours,,1831
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49632,c1_tak11-R3,F,JBEI-17785,,,,,1941,Targeted Proteomics,49679,c1_tak11-R3,sp|Q41635|FATB_UMBCA,,2018-03-14 23:47:59.210489+00:00,hours,,83388
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49632,c1_tak11-R3,F,JBEI-17785,,,,,1941,Targeted Proteomics,49679,c1_tak11-R3,LCFA_ECOLI,,2018-03-14 23:47:59.181350+00:00,hours,,135445
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49664,c2b3_20-R2,F,TBD,,,,,1941,Targeted Proteomics,49705,c2b3_20-R2,sp|Q41635|FATB_UMBCA,,2018-03-14 23:48:04.311272+00:00,hours,,262631
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49633,c1_tak32-R1,F,JBEI-17826,,,,,1941,Targeted Proteomics,49680,c1_tak32-R1,sp|Q6F7B8|ACR1_ACIAD,,2018-03-14 23:47:59.473138+00:00,hours,,2473
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49633,c1_tak32-R1,F,JBEI-17826,,,,,1941,Targeted Proteomics,49680,c1_tak32-R1,sp|Q41635|FATB_UMBCA,,2018-03-14 23:47:59.429105+00:00,hours,,226535
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49633,c1_tak32-R1,F,JBEI-17826,,,,,1941,Targeted Proteomics,49680,c1_tak32-R1,LCFA_ECOLI,,2018-03-14 23:47:59.384855+00:00,hours,,411963
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49654,c2b3_16-R1,F,TBD,,,,,1941,Targeted Proteomics,49695,c2b3_16-R1,sp|Q41635|FATB_UMBCA,,2018-03-14 23:48:02.475467+00:00,hours,,128698
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49634,c1_tak32-R2,F,JBEI-17826,,,,,1941,Targeted Proteomics,49681,c1_tak32-R2,sp|Q6F7B8|ACR1_ACIAD,,2018-03-14 23:47:59.730206+00:00,hours,,0
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49634,c1_tak32-R2,F,JBEI-17826,,,,,1941,Targeted Proteomics,49681,c1_tak32-R2,sp|Q41635|FATB_UMBCA,,2018-03-14 23:47:59.686830+00:00,hours,,234689
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49634,c1_tak32-R2,F,JBEI-17826,,,,,1941,Targeted Proteomics,49681,c1_tak32-R2,LCFA_ECOLI,,2018-03-14 23:47:59.644139+00:00,hours,,411337
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49672,c2b3_23-R1,F,TBD,,,,,1941,Targeted Proteomics,49713,c2b3_23-R1,sp|Q41635|FATB_UMBCA,,2018-03-14 23:48:05.924925+00:00,hours,,50771
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49635,c1_tak32-R3,F,JBEI-17826,,,,,1941,Targeted Proteomics,49682,c1_tak32-R3,sp|Q6F7B8|ACR1_ACIAD,,2018-03-14 23:47:59.928931+00:00,hours,,0
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49635,c1_tak32-R3,F,JBEI-17826,,,,,1941,Targeted Proteomics,49682,c1_tak32-R3,sp|Q41635|FATB_UMBCA,,2018-03-14 23:47:59.900028+00:00,hours,,236430
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49635,c1_tak32-R3,F,JBEI-17826,,,,,1941,Targeted Proteomics,49682,c1_tak32-R3,LCFA_ECOLI,,2018-03-14 23:47:59.871701+00:00,hours,,421784
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49655,c2b3_16-R2,F,TBD,,,,,1941,Targeted Proteomics,49696,c2b3_16-R2,sp|Q41635|FATB_UMBCA,,2018-03-14 23:48:02.644073+00:00,hours,,117775
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49636,c2b3_5-R1,F,TBD,,,,,1941,Targeted Proteomics,49716,c2b3_5-R1,sp|Q6F7B8|ACR1_ACIAD,,2018-03-14 23:48:06.500559+00:00,hours,,0
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49636,c2b3_5-R1,F,TBD,,,,,1941,Targeted Proteomics,49716,c2b3_5-R1,sp|Q41635|FATB_UMBCA,,2018-03-14 23:48:06.471956+00:00,hours,,157963
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49636,c2b3_5-R1,F,TBD,,,,,1941,Targeted Proteomics,49716,c2b3_5-R1,LCFA_ECOLI,,2018-03-14 23:48:06.441231+00:00,hours,,82467
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49665,c2b3_20-R3,F,TBD,,,,,1941,Targeted Proteomics,49706,c2b3_20-R3,sp|Q41635|FATB_UMBCA,,2018-03-14 23:48:04.487471+00:00,hours,,269566
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49637,c2b3_5-R2,F,TBD,,,,,1941,Targeted Proteomics,49717,c2b3_5-R2,sp|Q6F7B8|ACR1_ACIAD,,2018-03-14 23:48:06.680713+00:00,hours,,0
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49637,c2b3_5-R2,F,TBD,,,,,1941,Targeted Proteomics,49717,c2b3_5-R2,sp|Q41635|FATB_UMBCA,,2018-03-14 23:48:06.639071+00:00,hours,,169402
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49637,c2b3_5-R2,F,TBD,,,,,1941,Targeted Proteomics,49717,c2b3_5-R2,LCFA_ECOLI,,2018-03-14 23:48:06.612430+00:00,hours,,85676
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49656,c2b3_16-R3,F,TBD,,,,,1941,Targeted Proteomics,49697,c2b3_16-R3,sp|Q41635|FATB_UMBCA,,2018-03-14 23:48:02.815751+00:00,hours,,124320
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49638,c2b3_5-R3,F,TBD,,,,,1941,Targeted Proteomics,49718,c2b3_5-R3,sp|Q6F7B8|ACR1_ACIAD,,2018-03-14 23:48:06.951434+00:00,hours,,2607
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49638,c2b3_5-R3,F,TBD,,,,,1941,Targeted Proteomics,49718,c2b3_5-R3,sp|Q41635|FATB_UMBCA,,2018-03-14 23:48:06.907927+00:00,hours,,174537
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49638,c2b3_5-R3,F,TBD,,,,,1941,Targeted Proteomics,49718,c2b3_5-R3,LCFA_ECOLI,,2018-03-14 23:48:06.854470+00:00,hours,,92348
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49670,c2b3_22-R2,F,TBD,,,,,1941,Targeted Proteomics,49711,c2b3_22-R2,sp|Q41635|FATB_UMBCA,,2018-03-14 23:48:05.477897+00:00,hours,,45441
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49639,c2b3_7-R1,F,TBD,,,,,1941,Targeted Proteomics,49719,c2b3_7-R1,sp|Q6F7B8|ACR1_ACIAD,,2018-03-14 23:48:07.205653+00:00,hours,,873
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49639,c2b3_7-R1,F,TBD,,,,,1941,Targeted Proteomics,49719,c2b3_7-R1,sp|Q41635|FATB_UMBCA,,2018-03-14 23:48:07.163515+00:00,hours,,126561
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49639,c2b3_7-R1,F,TBD,,,,,1941,Targeted Proteomics,49719,c2b3_7-R1,LCFA_ECOLI,,2018-03-14 23:48:07.119760+00:00,hours,,153996
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49657,c2b3_17-R1,F,TBD,,,,,1941,Targeted Proteomics,49698,c2b3_17-R1,sp|Q41635|FATB_UMBCA,,2018-03-14 23:48:03.047507+00:00,hours,,129741
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49640,c2b3_7-R2,F,TBD,,,,,1941,Targeted Proteomics,49720,c2b3_7-R2,sp|Q6F7B8|ACR1_ACIAD,,2018-03-14 23:48:07.432070+00:00,hours,,913
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49640,c2b3_7-R2,F,TBD,,,,,1941,Targeted Proteomics,49720,c2b3_7-R2,sp|Q41635|FATB_UMBCA,,2018-03-14 23:48:07.403714+00:00,hours,,134496
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49640,c2b3_7-R2,F,TBD,,,,,1941,Targeted Proteomics,49720,c2b3_7-R2,LCFA_ECOLI,,2018-03-14 23:48:07.375575+00:00,hours,,156265
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49666,c2b3_21-R1,F,TBD,,,,,1941,Targeted Proteomics,49707,c2b3_21-R1,sp|Q41635|FATB_UMBCA,,2018-03-14 23:48:04.658730+00:00,hours,,59855
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49641,c2b3_7-R3,F,TBD,,,,,1941,Targeted Proteomics,49721,c2b3_7-R3,sp|Q6F7B8|ACR1_ACIAD,,2018-03-14 23:48:07.602555+00:00,hours,,0
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49641,c2b3_7-R3,F,TBD,,,,,1941,Targeted Proteomics,49721,c2b3_7-R3,sp|Q41635|FATB_UMBCA,,2018-03-14 23:48:07.574851+00:00,hours,,129435
