Study ID,Study Name,Study Contact,Line ID,Line Name,Control,Strain,Carbon Source,Carbon Labeling,Line Experimenter,Line Contact,Protocol ID,Protocol Name,Assay ID,Assay Name,Measurement Type,Compartment,Measurement Updated,X Units,Y Units,27.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49940,c2-b4-01_c2-R1,F,TBD,,,,,1941,Targeted Proteomics,49970,c2-b4-01_c2-R1,tr|A1U3L3|A1U3L3_MARHV,,2018-03-20 22:57:21.724883+00:00,hours,,1518587.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49939,c2-b4-11_c1-R3,F,JBEI-17785,,,,,1941,Targeted Proteomics,49981,c2-b4-11_c1-R3,AHR_ECOLI,,2018-03-20 22:57:23.526012+00:00,hours,,2177.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49939,c2-b4-11_c1-R3,F,JBEI-17785,,,,,1941,Targeted Proteomics,49981,c2-b4-11_c1-R3,tr|A1U3L3|A1U3L3_MARHV,,2018-03-20 22:57:23.672398+00:00,hours,,878773.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49938,c2-b4-11_c1-R2,F,JBEI-17785,,,,,1941,Targeted Proteomics,49980,c2-b4-11_c1-R2,AHR_ECOLI,,2018-03-20 22:57:23.353219+00:00,hours,,2373.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49938,c2-b4-11_c1-R2,F,JBEI-17785,,,,,1941,Targeted Proteomics,49980,c2-b4-11_c1-R2,tr|A1U3L3|A1U3L3_MARHV,,2018-03-20 22:57:23.496535+00:00,hours,,944820.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49937,c2-b4-11_c1-R1,F,JBEI-17785,,,,,1941,Targeted Proteomics,49979,c2-b4-11_c1-R1,AHR_ECOLI,,2018-03-20 22:57:23.183712+00:00,hours,,1184.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49937,c2-b4-11_c1-R1,F,JBEI-17785,,,,,1941,Targeted Proteomics,49979,c2-b4-11_c1-R1,tr|A1U3L3|A1U3L3_MARHV,,2018-03-20 22:57:23.324076+00:00,hours,,937286.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49957,c2-b4-24_c2-R3,F,TBD,,,,,1941,Targeted Proteomics,49990,c2-b4-24_c2-R3,tr|A1U2T0|A1U2T0_MARHV,,2018-03-20 22:57:25.315883+00:00,hours,,50792.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49956,c2-b4-24_c2-R2,F,TBD,,,,,1941,Targeted Proteomics,49989,c2-b4-24_c2-R2,tr|A1U2T0|A1U2T0_MARHV,,2018-03-20 22:57:25.143309+00:00,hours,,52750.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49955,c2-b4-24_c2-R1,F,TBD,,,,,1941,Targeted Proteomics,49988,c2-b4-24_c2-R1,tr|A1U2T0|A1U2T0_MARHV,,2018-03-20 22:57:24.972012+00:00,hours,,51402.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49954,c2-b4-14_c2-R3,F,TBD,,,,,1941,Targeted Proteomics,49987,c2-b4-14_c2-R3,tr|A1U2T0|A1U2T0_MARHV,,2018-03-20 22:57:24.789107+00:00,hours,,30344.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49953,c2-b4-14_c2-R2,F,TBD,,,,,1941,Targeted Proteomics,49986,c2-b4-14_c2-R2,tr|A1U2T0|A1U2T0_MARHV,,2018-03-20 22:57:24.572884+00:00,hours,,38410.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49952,c2-b4-14_c2-R1,F,TBD,,,,,1941,Targeted Proteomics,49985,c2-b4-14_c2-R1,tr|A1U2T0|A1U2T0_MARHV,,2018-03-20 22:57:24.355478+00:00,hours,,0.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49951,c2-b4-11_c2-R3,F,TBD,,,,,1941,Targeted Proteomics,49984,c2-b4-11_c2-R3,tr|A1U2T0|A1U2T0_MARHV,,2018-03-20 22:57:24.164840+00:00,hours,,1403.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49950,c2-b4-11_c2-R2,F,TBD,,,,,1941,Targeted Proteomics,49983,c2-b4-11_c2-R2,tr|A1U2T0|A1U2T0_MARHV,,2018-03-20 22:57:23.989333+00:00,hours,,626.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49949,c2-b4-11_c2-R1,F,TBD,,,,,1941,Targeted Proteomics,49982,c2-b4-11_c2-R1,tr|A1U2T0|A1U2T0_MARHV,,2018-03-20 22:57:23.818081+00:00,hours,,47683.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49948,c2-b4-04_c2-R3,F,TBD,,,,,1941,Targeted Proteomics,49978,c2-b4-04_c2-R3,tr|A1U2T0|A1U2T0_MARHV,,2018-03-20 22:57:23.125999+00:00,hours,,0.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49947,c2-b4-04_c2-R2,F,TBD,,,,,1941,Targeted Proteomics,49977,c2-b4-04_c2-R2,tr|A1U2T0|A1U2T0_MARHV,,2018-03-20 22:57:22.953323+00:00,hours,,10681.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49946,c2-b4-04_c2-R1,F,TBD,,,,,1941,Targeted Proteomics,49976,c2-b4-04_c2-R1,tr|A1U2T0|A1U2T0_MARHV,,2018-03-20 22:57:22.738919+00:00,hours,,15026.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49945,c2-b4-02_c2-R3,F,TBD,,,,,1941,Targeted Proteomics,49975,c2-b4-02_c2-R3,tr|A1U2T0|A1U2T0_MARHV,,2018-03-20 22:57:22.562724+00:00,hours,,5642.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49944,c2-b4-02_c2-R2,F,TBD,,,,,1941,Targeted Proteomics,49974,c2-b4-02_c2-R2,tr|A1U2T0|A1U2T0_MARHV,,2018-03-20 22:57:22.391696+00:00,hours,,18468.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49943,c2-b4-02_c2-R1,F,TBD,,,,,1941,Targeted Proteomics,49973,c2-b4-02_c2-R1,tr|A1U2T0|A1U2T0_MARHV,,2018-03-20 22:57:22.216220+00:00,hours,,5618.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49942,c2-b4-01_c2-R3,F,TBD,,,,,1941,Targeted Proteomics,49972,c2-b4-01_c2-R3,tr|A1U2T0|A1U2T0_MARHV,,2018-03-20 22:57:22.041165+00:00,hours,,528.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49941,c2-b4-01_c2-R2,F,TBD,,,,,1941,Targeted Proteomics,49971,c2-b4-01_c2-R2,tr|A1U2T0|A1U2T0_MARHV,,2018-03-20 22:57:21.871607+00:00,hours,,1896.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49940,c2-b4-01_c2-R1,F,TBD,,,,,1941,Targeted Proteomics,49970,c2-b4-01_c2-R1,tr|A1U2T0|A1U2T0_MARHV,,2018-03-20 22:57:21.696506+00:00,hours,,10196.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49939,c2-b4-11_c1-R3,F,JBEI-17785,,,,,1941,Targeted Proteomics,49981,c2-b4-11_c1-R3,tr|A1U2T0|A1U2T0_MARHV,,2018-03-20 22:57:23.643654+00:00,hours,,26890.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49938,c2-b4-11_c1-R2,F,JBEI-17785,,,,,1941,Targeted Proteomics,49980,c2-b4-11_c1-R2,tr|A1U2T0|A1U2T0_MARHV,,2018-03-20 22:57:23.467465+00:00,hours,,27669.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49957,c2-b4-24_c2-R3,F,TBD,,,,,1941,Targeted Proteomics,49990,c2-b4-24_c2-R3,LCFA_ECOLI,,2018-03-20 22:57:25.229926+00:00,hours,,5650.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49937,c2-b4-11_c1-R1,F,JBEI-17785,,,,,1941,Targeted Proteomics,49979,c2-b4-11_c1-R1,tr|A1U2T0|A1U2T0_MARHV,,2018-03-20 22:57:23.295902+00:00,hours,,6728.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49957,c2-b4-24_c2-R3,F,TBD,,,,,1941,Targeted Proteomics,49990,c2-b4-24_c2-R3,sp|Q41635|FATB_UMBCA,,2018-03-20 22:57:25.259238+00:00,hours,,42775.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49957,c2-b4-24_c2-R3,F,TBD,,,,,1941,Targeted Proteomics,49990,c2-b4-24_c2-R3,sp|Q6F7B8|ACR1_ACIAD,,2018-03-20 22:57:25.288051+00:00,hours,,1574.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49956,c2-b4-24_c2-R2,F,TBD,,,,,1941,Targeted Proteomics,49989,c2-b4-24_c2-R2,LCFA_ECOLI,,2018-03-20 22:57:25.056479+00:00,hours,,178.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49956,c2-b4-24_c2-R2,F,TBD,,,,,1941,Targeted Proteomics,49989,c2-b4-24_c2-R2,sp|Q41635|FATB_UMBCA,,2018-03-20 22:57:25.084897+00:00,hours,,47381.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49956,c2-b4-24_c2-R2,F,TBD,,,,,1941,Targeted Proteomics,49989,c2-b4-24_c2-R2,sp|Q6F7B8|ACR1_ACIAD,,2018-03-20 22:57:25.113891+00:00,hours,,795.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49955,c2-b4-24_c2-R1,F,TBD,,,,,1941,Targeted Proteomics,49988,c2-b4-24_c2-R1,LCFA_ECOLI,,2018-03-20 22:57:24.888145+00:00,hours,,1865.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49955,c2-b4-24_c2-R1,F,TBD,,,,,1941,Targeted Proteomics,49988,c2-b4-24_c2-R1,sp|Q41635|FATB_UMBCA,,2018-03-20 22:57:24.915759+00:00,hours,,43929.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49955,c2-b4-24_c2-R1,F,TBD,,,,,1941,Targeted Proteomics,49988,c2-b4-24_c2-R1,sp|Q6F7B8|ACR1_ACIAD,,2018-03-20 22:57:24.943449+00:00,hours,,0.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49954,c2-b4-14_c2-R3,F,TBD,,,,,1941,Targeted Proteomics,49987,c2-b4-14_c2-R3,LCFA_ECOLI,,2018-03-20 22:57:24.684249+00:00,hours,,226752.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49954,c2-b4-14_c2-R3,F,TBD,,,,,1941,Targeted Proteomics,49987,c2-b4-14_c2-R3,sp|Q41635|FATB_UMBCA,,2018-03-20 22:57:24.717074+00:00,hours,,159985.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49954,c2-b4-14_c2-R3,F,TBD,,,,,1941,Targeted Proteomics,49987,c2-b4-14_c2-R3,sp|Q6F7B8|ACR1_ACIAD,,2018-03-20 22:57:24.750988+00:00,hours,,0.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49953,c2-b4-14_c2-R2,F,TBD,,,,,1941,Targeted Proteomics,49986,c2-b4-14_c2-R2,LCFA_ECOLI,,2018-03-20 22:57:24.465862+00:00,hours,,201418.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49953,c2-b4-14_c2-R2,F,TBD,,,,,1941,Targeted Proteomics,49986,c2-b4-14_c2-R2,sp|Q41635|FATB_UMBCA,,2018-03-20 22:57:24.500285+00:00,hours,,156355.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49953,c2-b4-14_c2-R2,F,TBD,,,,,1941,Targeted Proteomics,49986,c2-b4-14_c2-R2,sp|Q6F7B8|ACR1_ACIAD,,2018-03-20 22:57:24.538973+00:00,hours,,0.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49952,c2-b4-14_c2-R1,F,TBD,,,,,1941,Targeted Proteomics,49985,c2-b4-14_c2-R1,LCFA_ECOLI,,2018-03-20 22:57:24.254404+00:00,hours,,234896.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49952,c2-b4-14_c2-R1,F,TBD,,,,,1941,Targeted Proteomics,49985,c2-b4-14_c2-R1,sp|Q41635|FATB_UMBCA,,2018-03-20 22:57:24.288795+00:00,hours,,159139.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49952,c2-b4-14_c2-R1,F,TBD,,,,,1941,Targeted Proteomics,49985,c2-b4-14_c2-R1,sp|Q6F7B8|ACR1_ACIAD,,2018-03-20 22:57:24.319936+00:00,hours,,0.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49951,c2-b4-11_c2-R3,F,TBD,,,,,1941,Targeted Proteomics,49984,c2-b4-11_c2-R3,LCFA_ECOLI,,2018-03-20 22:57:24.076370+00:00,hours,,229763.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49951,c2-b4-11_c2-R3,F,TBD,,,,,1941,Targeted Proteomics,49984,c2-b4-11_c2-R3,sp|Q41635|FATB_UMBCA,,2018-03-20 22:57:24.105980+00:00,hours,,213330.0
49870,Ajinomoto cycle 2 batch 4,PaulOpgenorth@lbl.gov,49951,c2-b4-11_c2-R3,F,TBD,,,,,1941,Targeted Proteomics,49984,c2-b4-11_c2-R3,sp|Q6F7B8|ACR1_ACIAD,,2018-03-20 22:57:24.134728+00:00,hours,,0.0
